id,name,coordinate_status,booth_location,candidate_longitude,candidate_latitude,anchor_kind,anchor,constraint_distance_m,secondary_named_anchor,secondary_named_distance_m,secondary_identity_anchor,secondary_identity_match_class,secondary_identity_distance_m,secondary_identity_url,location_check,publication_decision
5754.1,Rick's Pizza,verified,West side of Cosgrove St. between Wright & Dan Patch avenues,-93.1682909,44.9814558,street_segment,Cosgrove Street between Wright Avenue and Dan Patch Avenue,15.9,,,,no_named_place_match,,,manual_review_15_to_30m,retain_verified
5754.2,Rick's Pizza,approximate,West side of Cooper St. between Murphy & Lee avenues,-93.1694244,44.9867388,street_segment,Cooper Street between Murphy Avenue and Lee Avenue,28.4,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
5754.3,Funnel Cakes & Elephant Ears,approximate,South side of Randall Ave. between Underwood & Cooper streets,-93.169593,44.9844182,street_segment,Randall Avenue between Underwood Street and Cooper Street,4.6,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
11056.1,Roon's Savories,approximate,West side of Liggett St. between Carnes & Judson avenues,-93.1754697289,44.978569,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3404.1,Root Beer Hut,verified,North side of Carnes Ave. between Chambers & Nelson streets,-93.1736472,44.9800207,street_segment,Carnes Avenue between Chambers Street and Nelson Street,16.0,,,Root Beer Hut,exact_named_place,0.0,https://www.openstreetmap.org/way/177770069,manual_review_15_to_30m,retain_verified
792.1,Rooted & Wild by Snack House,approximate,"In the Lee & Rose Warner Coliseum, south side",-93.173614572436,44.978486090997,named_place_or_building,Lee & Rose Warner Coliseum,9.4,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3766.1,Route 66 Roadhouse Chicken,approximate,"In the Food Building, northwest corner",-93.170000584615,44.980345189873,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
792.2,Sabino's Pizza Pies,approximate,"In the Lee & Rose Warner Coliseum, north side",-93.17443995,44.978454128,named_place_or_building,Lee & Rose Warner Coliseum,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
10369.1,Sadies Classics Frozen Custard,approximate,"West side of Underwood St., just north of Carnes Ave.",-93.1706603148,44.9796473997,street_corridor,Underwood Street,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3231.1,Salem Lutheran Church Dining Hall,verified,"North side of Randall Ave., just south of the Progress Center",-93.1678234,44.9845954,named_place_or_building,Eco Experience Progress Center,17.0,,,Salem Lutheran Dining Hall - Swedish Egg Coffee,no_named_place_match,0.0,https://www.openstreetmap.org/way/239192031,manual_review_15_to_30m,retain_verified
3235.1,San Felipe Tacos,approximate,Southwest corner of Dan Patch Ave. & Underwood St.,-93.1706533432,44.981034668,street_corner,Dan Patch Avenue & Underwood Street,14.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3239.1,The Sandwich Stop,verified,West side of Clough St. between Carnes & Judson avenues,-93.1733813,44.9789745,street_segment,Clough Street between Carnes Avenue and Judson Avenue,15.7,,,,no_named_place_match,,,manual_review_15_to_30m,retain_verified
1288.1,Sara's Tipsy Pies,approximate,"In the Food Building, northwest wall",-93.169951323077,44.980479582734,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
9531.1,Saturday Dumpling Co.,approximate,"In the Food Building, east wall",-93.170135,44.9801902,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3247.1,Sausage by Cynthia,approximate,North side of Judson Ave. between Nelson & Underwood streets,-93.1719236,44.9786289,street_segment,Judson Avenue between Nelson Street and Underwood Street,4.4,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3249.1,Sausage Express,approximate,North side of Dan Patch Ave. between Nelson & Underwood streets,-93.1705262,44.981169566,street_segment,Dan Patch Avenue between Nelson Street and Underwood Street,5.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
12916.1,Sausage Sister & Me,approximate,"In the Food Building, east wall",-93.169350244868,44.980420343544,named_place_or_building,Food Building,5.6,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3769.1,Scotch Eggs,approximate,West side of Liggett St. between Carnes & Judson avenues,-93.175450142308,44.979513482014,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,6.2,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3276.1,Shanghai Henri's,verified,"At the International Bazaar, north section",-93.1693112,44.9784212,named_place_or_building,International Bazaar,0.0,,,Shanghai Market,no_named_place_match,325.3,https://www.openstreetmap.org/way/130819064,consistent_with_written_location,retain_verified
1573.1,Shrimp Shack,approximate,West side of Underwood St. between Carnes & Judson avenues,-93.1706654648,44.9788446533,street_segment,Underwood Street between Carnes Avenue and Judson Avenue,9.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
215.1,Simply Nuts & More,approximate,"In the Lee & Rose Warner Coliseum, east side",-93.1745529,44.9781951,named_place_or_building,Lee & Rose Warner Coliseum,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
2084.2,Smokey's Grill,approximate,South side of Murphy Ave. between Underwood & Cooper streets,-93.1695298,44.9870282,street_segment,Murphy Avenue between Underwood Street and Cooper Street,19.0,,,Smokey The Bear,no_named_place_match,865.6,https://www.openstreetmap.org/node/9498988656,manual_review_15_to_30m,manual_evidence_required
5581.1,Smoothies,approximate,East side of Underwood St. between Murphy & Lee avenues,-93.1701963,44.9868911,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,20.1,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
5052.1,Solem's Cheese Curds,approximate,East side of Underwood St. between Murphy & Lee avenues,-93.1702056,44.9864309,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,19.5,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
5052.3,Solem's French Fries,approximate,East side of Underwood St. between Murphy & Lee avenues,-93.1702056,44.9864309,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,19.5,,,Fresh French Fries,no_named_place_match,783.5,https://www.openstreetmap.org/way/177770115,manual_review_15_to_30m,manual_evidence_required
5052.2,Solem's Mini Donuts,approximate,East side of Underwood St. between Murphy & Lee avenues,-93.1702056,44.9864309,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,19.5,,,Tiny Tim Donuts,no_named_place_match,761.0,https://www.openstreetmap.org/way/177770079,manual_review_15_to_30m,manual_evidence_required
3332.1,Sonny's Fair Food,approximate,"In the Food Building, northwest section",-93.1701806536,44.9807324466,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5799.1,Soul Bowl,approximate,"In the Food Building, east wall",-93.1694991966,44.9804899466,named_place_or_building,Food Building,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3340.1,Spaghetti Eddies,verified,East side of Cooper St. outside the Merch Market,-93.168897,44.9807323,named_place_or_building,Merchandise Mart,0.0,,,,no_named_place_match,,,consistent_with_written_location,retain_verified
8073.1,SPAM,approximate,"Located south of the Grandstand Building, under the Grandstand Ramp",-93.1734526573,44.9810026612,street_corridor,Grandstand Ramp,4.8,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5175.1,Spinning Wylde,approximate,"Located north of Wright Ave. between Cooper & Cosgrove streets, at Family Fair at Baldwin Park",-93.1680631,44.9833166388,street_segment,Wright Avenue between Cooper Street and Cosgrove Street,9.0,Baldwin Park,13.6,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
257.1,Steichen's Grocery & Deli,approximate,"In the Commissary building, just north of the Sheep & Poultry Barn",-93.174651815259,44.978967488752,named_place_or_building,Sheep & Poultry Barn,0.0,,,Nelson Cheese & Deli,no_named_place_match,684.9,https://www.openstreetmap.org/way/130819068,consistent_with_written_location,manual_evidence_required
3386.1,Strawberries 'N Creme,verified,West side of Underwood St. at Wright Ave.,-93.170747,44.984002,street_corridor,Underwood Street,20.7,,,,no_named_place_match,,,manual_review_15_to_30m,retain_verified
9260.1,The Strawberry Patch,verified,West side of Liggett St. between Carnes & Judson avenues,-93.1756591,44.9792484,street_segment,Liggett Street between Carnes Avenue and Judson Avenue,23.0,,,,no_named_place_match,,,manual_review_15_to_30m,retain_verified
3394.1,Sugar Shack,approximate,At the Mighty Midway,-93.177235873077,44.980200388489,named_place_or_building,Midway Lot,6.1,,,Bayou Bob's Gator Shack,no_named_place_match,427.6,https://www.openstreetmap.org/way/177770131,consistent_with_written_location,manual_evidence_required
3398.1,Summer Lakes Boat House,approximate,Southwest corner of Randall Ave. & Underwood St.,-93.1706079432,44.984294368,street_corner,Randall Avenue & Underwood Street,14.1,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
3276.2,Summit On A Stick,approximate,"At the International Bazaar, north section",-93.1691058,44.9780534,named_place_or_building,International Bazaar,0.0,,,Math On-A-Stick,no_named_place_match,682.0,https://www.openstreetmap.org/node/9066981317,consistent_with_written_location,manual_evidence_required
3408.1,Super Dog,approximate,east side of Liggett Street between West Dan Patch and Carnes avenues,-93.1752634711,44.9798674,street_segment,Liggett Street between West Dan Patch Avenue and Carnes Avenue,9.0,,,Dairy Dog,no_named_place_match,383.1,https://www.openstreetmap.org/node/11227582236,consistent_with_written_location,manual_evidence_required
3412.1,Sweet & Sour USA,approximate,"In the Lee & Rose Warner Coliseum, south wall",-93.17443995,44.977844372,named_place_or_building,Lee & Rose Warner Coliseum,0.0,,,Sheep & Poultry Barn,no_named_place_match,99.8,https://www.openstreetmap.org/way/68169471,consistent_with_written_location,manual_evidence_required
2079.1,Sweet Martha's Cookie Jar,approximate,North side of West Dan Patch Ave. between Liggett & Chambers streets,-93.1744836,44.9808573388,street_segment,West Dan Patch Avenue between Liggett Street and Chambers Street,9.0,,,Sweet Martha's Cookie Jar,ambiguous_vendor_identity,255.6,https://www.openstreetmap.org/way/177770034,consistent_with_written_location,manual_evidence_required
3983.1,Sweet Martha's Cookie Jar,verified,South side of Carnes Ave. between Nelson & Underwood streets,-93.1715896,44.9797695,street_segment,Carnes Avenue between Nelson Street and Underwood Street,13.1,,,Sweet Martha's Cookie Jar,ambiguous_vendor_identity,0.0,https://www.openstreetmap.org/way/177770034,consistent_with_written_location,retain_verified
3981.1,Sweet Martha's Cookie Jar,approximate,West side of Underwood St. between Murphy & Lee avenues,-93.17056476,44.9871669109,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,9.0,,,Sweet Martha's Cookie Jar,ambiguous_vendor_identity,824.4,https://www.openstreetmap.org/way/177770034,consistent_with_written_location,manual_evidence_required
1509.1,Sweets & Treats,approximate,North side of Dan Patch Ave. between Underwood & Cooper streets,-93.1701029568,44.9812030293,street_segment,Dan Patch Avenue between Underwood Street and Cooper Street,9.0,,,Sheep & Poultry Barn,no_named_place_match,364.3,https://www.openstreetmap.org/way/68169471,consistent_with_written_location,manual_evidence_required
1509.2,Sweets & Treats,approximate,At Kidway,-93.1700536,44.9827569,named_place_or_building,Kidway Lot,22.0,,,Sheep & Poultry Barn,no_named_place_match,491.6,https://www.openstreetmap.org/way/68169471,manual_review_15_to_30m,manual_evidence_required
792.4,Swine & Spuds,approximate,"In the Lee & Rose Warner Coliseum, northeast corner",-93.173821752,44.978454128,named_place_or_building,Lee & Rose Warner Coliseum,1.9,,,Swine Barn,no_named_place_match,281.1,https://www.openstreetmap.org/way/71279703,consistent_with_written_location,manual_evidence_required
8535.1,Tasti Whip,approximate,Located on the northwest corner of Dan Patch Ave. & Underwood St.,-93.1708134,44.981263985612,street_corner,Dan Patch Avenue & Underwood Street,27.4,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
5581.2,Taulelle's Jurassic Corn Dogs,approximate,East side of Underwood St. between Murphy & Lee avenues,-93.1701963,44.9868911,street_segment,Underwood Street between Murphy Avenue and Lee Avenue,20.1,,,Corn,possible_named_place,168.1,https://www.openstreetmap.org/node/12148877487,manual_review_15_to_30m,manual_evidence_required
3436.1,Tejas Express,approximate,"In The Garden, north wall",-93.1702885286,44.9808924466,named_place_or_building,Treasure Island | The Garden,4.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
6137.1,Three Sisters Concessions,approximate,"North side of Judson Ave., outside the Horse Barn",-93.177128282051,44.979453648713,named_place_or_building,Horse Barn,7.9,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
1948.1,Tino's Pizza on a Stick,approximate,South side of Carnes Ave. at Chambers St.,-93.1738617492,44.9797953185,street_corridor,Carnes Avenue,9.0,,,Math On-A-Stick,no_named_place_match,654.1,https://www.openstreetmap.org/node/9066981317,consistent_with_written_location,manual_evidence_required
3792.1,Tiny Tim Donuts,verified,North side of Carnes Ave. between Chambers & Clough streets,-93.1737502,44.9800518,street_segment,Carnes Avenue between Chambers Street and Clough Street,19.4,,,Tiny Tim Donuts,exact_named_place,0.0,https://www.openstreetmap.org/way/177770079,manual_review_15_to_30m,retain_verified
1511.2,Tom Thumb Donuts,approximate,"West side of Cooper St. between Wright & Dan Patch avenues, at Kidway",-93.1692733446,44.981189895,street_segment,Cooper Street between Wright Avenue and Dan Patch Avenue,9.0,Kidway Lot,87.5,Tiny Tim Donuts,no_named_place_match,372.3,https://www.openstreetmap.org/way/177770079,consistent_with_written_location,manual_evidence_required
1511.1,Tom Thumb Mini Donuts,approximate,Southwest corner of Carnes Ave. & Underwood St.,-93.170690246154,44.979724936709,street_corner,Carnes Avenue & Underwood Street,21.8,,,Tiny Tim Donuts,no_named_place_match,240.8,https://www.openstreetmap.org/way/177770079,manual_review_15_to_30m,manual_evidence_required
266.1,Tot Boss,approximate,"East side of Underwood St. between Wright & Dan Patch avenues, south of Kidway",-93.170129896154,44.981740759494,street_segment,Underwood Street between Wright Avenue and Dan Patch Avenue,30.3,Kidway Lot,26.4,,no_named_place_match,,,manual_review_conflicting_constraints,manual_evidence_required
2924.1,Turkey to Go,verified,East side of Clough St. between Carnes & Judson avenues,-93.1733812,44.9789745,street_segment,Clough Street between Carnes Avenue and Judson Avenue,15.7,,,Turkey To Go,exact_named_place,0.0,https://www.openstreetmap.org/way/177770093,manual_review_15_to_30m,retain_verified
9613.1,Two Rivers Kettle Korn,approximate,"At West End Market, southeast section",-93.175035267308,44.979868402748,unparsed,,,,,,no_named_place_match,,,unparsed,manual_evidence_required
5659.1,Union Hmong Kitchen,approximate,"At the International Bazaar, south wall, west corner",-93.169329396154,44.978077625899,named_place_or_building,International Bazaar,0.9,,,Union Hmong Kitchen,exact_named_place,12.6,https://www.openstreetmap.org/node/12133029209,consistent_with_written_location,manual_evidence_required
11221.1,Urban Glow Mocktails,approximate,"At the North End, northeast section, across from the North End Event Center",-93.168815805769,44.987328504634,named_place_or_building,North End Event Center,2.8,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
5609.1,Waffle Chix,approximate,On Judson Ave. between Liggett & Clough streets,-93.1736101411,44.9785895846,street_segment,Judson Avenue between Liggett Street and Clough Street,0.0,,,Minnesota AFL-CIO,no_named_place_match,438.7,https://www.openstreetmap.org/way/177770023,consistent_with_written_location,manual_evidence_required
3549.1,Waffle Cones,approximate,At Kidway,-93.1698736573,44.9825528,named_place_or_building,Kidway Lot,36.2,,,Minnesota AFL-CIO,no_named_place_match,100.1,https://www.openstreetmap.org/way/177770023,reject_over_30m,keep_withheld_priority_review
3553.1,Walleye On a Stick,approximate,"In the Food Building, southeast center section",-93.169646675,44.9802786,named_place_or_building,Food Building,0.0,,,Math On-A-Stick,no_named_place_match,444.6,https://www.openstreetmap.org/node/9066981317,consistent_with_written_location,manual_evidence_required
3567.1,West End Creamery,approximate,"At West End Market, northwest section",-93.177867692667,44.982321192342,unparsed,,,,,,no_named_place_match,,,unparsed,manual_evidence_required
1286.1,West Indies Soul Food,approximate,"At the International Bazaar, south wall",-93.1689842786,44.9780211534,named_place_or_building,International Bazaar,2.2,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
4872.1,Westmoreland Concessions,approximate,At Mighty Midway,-93.1781560073,44.9799615,named_place_or_building,Midway Lot,31.8,,,,no_named_place_match,,,reject_over_30m,keep_withheld_priority_review
10572.1,Wild Rice Specialties,approximate,"In the Food Building, northeast section",-93.170024120435,44.981123259354,named_place_or_building,Food Building,15.1,,,,no_named_place_match,,,manual_review_15_to_30m,manual_evidence_required
6202.1,Wow Fudge,approximate,"In the Merch Market, center aisle",-93.1687726,44.980762,named_place_or_building,Merchandise Mart,0.0,,,,no_named_place_match,,,consistent_with_written_location,manual_evidence_required
