id,name,coordinate_status,booth_location,candidate_longitude,candidate_latitude,match_class,vendor_same_name_count,osm_name_match_count,osm_type,osm_id,osm_name,osm_address,osm_longitude,osm_latitude,name_score,candidate_to_osm_m,osm_url,few_feet_field_check
1511.1,Tom Thumb Mini Donuts,withheld,Southwest corner of Carnes Ave. & Underwood St.,-93.170690246154,44.979724936709,no_named_place_match,1,0,way,177770079,Tiny Tim Donuts,1769 Carnes Avenue,-93.1737794,44.9800279,0.6111,245.3,https://www.openstreetmap.org/way/177770079,required
266.1,Tot Boss,withheld,"East side of Underwood St. between Wright & Dan Patch avenues, south of Kidway",-93.170129896154,44.981740759494,no_named_place_match,1,0,way,773873160,State Fair Shuttle Buses,,-93.17676,44.9830554,0.5714,541.6,https://www.openstreetmap.org/way/773873160,required
2924.1,Turkey to Go,verified,East side of Clough St. between Carnes & Judson avenues,-93.1733812,44.9789745,exact_named_place,1,1,way,177770093,Turkey To Go,1256 Clough Street,-93.1733986,44.9789703,1.0,1.4,https://www.openstreetmap.org/way/177770093,recommended
9613.1,Two Rivers Kettle Korn,withheld,"At West End Market, southeast section",-93.175035267308,44.979868402748,no_named_place_match,1,0,,,,,,,,,,required
5659.1,Union Hmong Kitchen,withheld,"At the International Bazaar, south wall, west corner",-93.169329396154,44.978077625899,exact_named_place,1,1,node,12133029209,Union Hmong Kitchen,,-93.1694291,44.9779893,1.0,12.6,https://www.openstreetmap.org/node/12133029209,required
11221.1,Urban Glow Mocktails,withheld,"At the North End, northeast section, across from the North End Event Center",-93.168815805769,44.987328504634,no_named_place_match,1,0,,,,,,,,,,required
5609.1,Waffle Chix,withheld,On Judson Ave. between Liggett & Clough streets,-93.173594415385,44.977922554281,no_named_place_match,1,0,way,177770023,Minnesota AFL-CIO,,-93.1695104,44.9815323,0.6667,514.1,https://www.openstreetmap.org/way/177770023,required
3549.1,Waffle Cones,withheld,At Kidway,-93.169491997436,44.983858944196,no_named_place_match,1,0,way,177770023,Minnesota AFL-CIO,,-93.1695104,44.9815323,0.6316,258.7,https://www.openstreetmap.org/way/177770023,required
3553.1,Walleye On a Stick,withheld,"In the Food Building, southeast center section",-93.170935754503,44.979341423154,no_named_place_match,1,0,node,9066981317,Math On-A-Stick,,-93.168286,44.9841595,0.7273,574.9,https://www.openstreetmap.org/node/9066981317,required
3567.1,West End Creamery,withheld,"At West End Market, northwest section",-93.177867692667,44.982321192342,no_named_place_match,1,0,way,18213999,West Hendon Avenue,,-93.1795139,44.9859493,0.6286,423.7,https://www.openstreetmap.org/way/18213999,required
1286.1,West Indies Soul Food,withheld,"At the International Bazaar, south wall",-93.167824609615,44.978695544365,no_named_place_match,1,0,way,18222218,West Nebraska Avenue,,-93.1605561,44.9864051,0.5556,1030.4,https://www.openstreetmap.org/way/18222218,required
4872.1,Westmoreland Concessions,withheld,At Mighty Midway,-93.177864078205,44.981119307408,no_named_place_match,1,0,,,,,,,,,,required
10572.1,Wild Rice Specialties,withheld,"In the Food Building, northeast section",-93.170024120435,44.981123259354,no_named_place_match,1,0,,,,,,,,,,required
6202.1,Wow Fudge,withheld,"In the Merch Market, center aisle",-93.167754614103,44.981460214392,no_named_place_match,1,0,,,,,,,,,,required
